Código da IES,Nome da IES,Sigla da IES,Município,UF,Categoria Administrativa,Organização Acadêmica
759,FACULDADE DE CIÊNCIAS MÉDICAS E PARAMÉDICAS FLUMINENSE,SEFLU,NILOPOLIS,RJ,Privada,Faculdade
1107,CENTRO UNIVERSITÁRIO ESTÁCIO DO CEARÁ,FIC,FORTALEZA,CE,Privada,Centro Universitário
516,CENTRO UNIVERSITÁRIO MOACYR SREDER BASTOS,UNIMSB,RIO DE JANEIRO,RJ,Privada,Centro Universitário
2030,INSTITUTO SUPERIOR DE EDUCAÇÃO CAMPO LIMPO PAULISTA,ISECAMP,"CAMPO LIMPOPAULISTA",SP,Privada,Faculdade
2474,FACULDADE MARIA MILZA,FAMAM,CRUZ DAS ALMAS,BA,Privada,Faculdade
14236,FACULDADE DE CIÊNCIAS GERENCIAIS,FACIG,CLAUDIO,MG,Privada,Faculdade
2270,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE EXTREMA,FAEX,EXTREMA,MG,Privada,Faculdade
2191,FACULDADE ANHANGUERA DE PELOTAS,,PELOTAS,RS,Privada,Faculdade
1422,CENTRO UNIVERSITÁRIO DO NORTE,UNINORTE,MANAUS,AM,Privada,Centro Universitário
1973,INSTITUTO SUPERIOR DE EDUCAÇÃO ORÍGENES LESSA,ISEOL,LENCOIS PAULISTA,SP,Privada,Faculdade
2122,FACULDADE ESTÁCIO DE SERGIPE - ESTÁCIO FASE,FASE,ARACAJU,SE,Privada,Faculdade
1356,FACULDADES INTEGRADAS DE SANTA FÉ DO SUL,FUNEC,SANTA FE DO SUL,SP,Pública,Faculdade
40,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,SALVADOR,BA,Pública,Universidade
319,UNIVERSIDADE CAMILO CASTELO BRANCO,UNICASTELO,SAO PAULO,SP,Privada,Universidade
2609,INSTITUTO SUPERIOR DE EDUCAÇÃO DE TUPI PAULISTA,ISETP,TUPI PAULISTA,SP,Privada,Faculdade
1509,FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE,FESBH,BELO HORIZONTE,MG,Privada,Faculdade
593,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA CELSO SUCKOW DA FONSECA,CEFET/RJ,RIO DE JANEIRO,RJ,Pública,Centro Federal de Educação Tecnológica
4596,FACULDADE REGES DE RIBEIRÃO PRETO,,RIBEIRAO PRETO,SP,Privada,Faculdade
757,FACULDADES INTEGRADAS DO TAPAJÓS,ISES,SANTAREM,PA,Privada,Faculdade
2175,FACULDADE METROPOLITANA DE BLUMENAU,FAMEBLU,BLUMENAU,SC,Privada,Faculdade
5706,FACULDADE MUNICIPAL DE PALHOÇA,FMP,PALHOCA,SC,Pública,Faculdade
4138,FACULDADE ANHANGUERA DE SANTA BÁRBARA,,"SANTA BARBARAD ́OESTE",SP,Privada,Faculdade
1734,FACULDADE INTEGRAL DIFERENCIAL,FACID,TERESINA,PI,Privada,Faculdade
2784,FACULDADE FAE BLUMENAU,,BLUMENAU,SC,Privada,Faculdade
1299,FACULDADES INTEGRADAS DE FERNANDÓPOLIS,FIFE,FERNANDOPOLIS,SP,Privada,Faculdade
3148,FACULDADE ANCHIETA DO RECIFE,FAR,RECIFE,PE,Privada,Faculdade
3159,FACULDADE DE TECNOLOGIA SENAI FLORIANÓPOLIS,SENAI -SC - CTAI,FLORIANOPOLIS,SC,Privada,Faculdade
2660,FACULDADE PHÊNIX DE CIÊNCIAS HUMANAS E SOCIAIS DO BRASIL,PHENIX,"SANTO ANTONIO DODESCOBERTO",GO,Privada,Faculdade
353,FACULDADE EVANGÉLICA DO PARANÁ,FEPAR,CURITIBA,PR,Privada,Faculdade
2647,FACULDADE INTEGRADA DE SANTA MARIA,FISMA,SANTA MARIA,RS,Privada,Faculdade
1598,FACULDADE POLITÉCNICA DE UBERLÂNDIA,FPU,UBERLANDIA,MG,Privada,Faculdade
4742,FACULDADE SANTA EMÍLIA,,OLINDA,PE,Privada,Faculdade
1892,FACULDADE ENIAC,ENIAC,GUARULHOS,SP,Privada,Faculdade
5627,FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE,FATEC,"PRESIDENTEPRUDENTE",SP,Pública,Faculdade
4417,FACULDADE DE ENFERMAGEM DE BELO JARDIM,FAEB,BELO JARDIM,PE,Pública,Faculdade
1510,CENTRO UNIVERSITÁRIO ESTÁCIO DE SÁ DE SANTA CATARINA,FESSC,SAO JOSE,SC,Privada,Centro Universitário
2459,FACULDADE DE ESTUDOS AVANÇADOS DO PARÁ,FEAPA,BELEM,PA,Privada,Faculdade
14148,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE MARIANA,FUNEC Mariana,MARIANA,MG,Privada,Faculdade
1867,FACULDADE DE CIÊNCIAS GERENCIAIS DE SANTOS DUMONT,FACIG,SANTOS DUMONT,MG,Privada,Faculdade
3617,FACULDADE DE CIÊNCIAS HUMANAS E EXATAS DO SERTÃO DO SÃO FRANCISCO,FACESF,"BELEM DE SAOFRANCISCO",PE,Privada,Faculdade
1301,INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR,IMMES,MATAO,SP,Privada,Faculdade
1487,FACULDADE DOM BOSCO,FDB,CURITIBA,PR,Privada,Faculdade
1842,FACULDADES INTEGRADAS MACHADO DE ASSIS,FEMA,SANTA ROSA,RS,Privada,Faculdade
521,UNIVERSIDADE DE MOGI DAS CRUZES,UMC,MOGI DAS CRUZES,SP,Privada,Universidade
3990,FACULDADE DE TECNOLOGIA ANCHIETA,FTA,"SAO BERNARDO DOCAMPO",SP,Privada,Faculdade
1711,FACULDADE DE PRESIDENTE PRUDENTE,FAPEPE,"PRESIDENTEPRUDENTE",SP,Privada,Faculdade
3615,FACULDADE PERNAMBUCANA DE SAÚDE,FPS,RECIFE,PE,Privada,Faculdade
495,FACULDADE DE CIÊNCIAS E LETRAS DE BRAGANÇA PAULISTA,FESB,"BRAGANCAPAULISTA",SP,Pública,Faculdade
1557,UNIVERSIDADE FUMEC,FUMEC,BELO HORIZONTE,MG,Privada,Universidade
4118,FACULDADE JOAQUIM NABUCO - PAULISTA,FJN,PAULISTA,PE,Privada,Faculdade
2409,FACULDADE ASCES,ASCES,CARUARU,PE,Privada,Faculdade
882,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE BEBEDOURO VICTÓRIO CARDASSI,IMESB,BEBEDOURO,SP,Pública,Faculdade
3456,FACULDADE POLITÉCNICA DE CAMPINAS,POLICAMP,CAMPINAS,SP,Privada,Faculdade
4597,FACULDADE DE CIÊNCIAS GERENCIAIS EM VOTUPORANGA,,VOTUPORANGA,SP,Privada,Faculdade
3603,FACULDADE ANHANGUERA DE GUARULHOS,,GUARULHOS,SP,Privada,Faculdade
880,FACULDADE DE CIÊNCIAS E TECNOLOGIA DO PARANÁ,FACET-PR,CURITIBA,PR,Privada,Faculdade
3363,FACULDADE GUARAÍ,FAG,GUARAI,TO,Privada,Faculdade
1461,FACULDADE DE TECNOLOGIA E CIÊNCIAS,FTC SALVADOR,SALVADOR,BA,Privada,Faculdade
4239,FACULDADE AÇÃO,FCTVALE,RIO DO SUL,SC,Privada,Faculdade
739,CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO,SÃO CAMILO-ES,"CACHOEIRO DEITAPEMIRIM",ES,Privada,Centro Universitário
502,CENTRO UNIVERSITÁRIO MONTE SERRAT,UNIMONTE,SANTOS,SP,Privada,Centro Universitário
1856,FACULDADE DO NORTE NOVO DE APUCARANA,FACNOPAR,APUCARANA,PR,Privada,Faculdade
2703,FACULDADE SENAC MINAS,FSM,CONTAGEM,MG,Privada,Faculdade
1500,FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU,FAESI,"SAO MIGUEL DOIGUACU",PR,Privada,Faculdade
2935,FACULDADE DE TALENTOS HUMANOS,FACTHUS,UBERABA,MG,Privada,Faculdade
219,FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL,"FAECA DOMBOSCO",MONTE APRAZIVEL,SP,Privada,Faculdade
226,CENTRO UNIVERSITÁRIO LUSÍADA,UNILUS,SANTOS,SP,Privada,Centro Universitário
526,UNIVERSIDADE BRAZ CUBAS,UBC,MOGI DAS CRUZES,SP,Privada,Universidade
3966,CENTRO UNIVERSITÁRIO DE CARATINGA,UNEC,CARATINGA,MG,Privada,Centro Universitário
1420,FACULDADES DE DRACENA,,DRACENA,SP,Privada,Faculdade
2085,INSTITUTO BAIANO DE ENSINO SUPERIOR,IBES,SALVADOR,BA,Privada,Faculdade
302,"FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E CONTÁBEIS DE DIVINÓPOLIS",FACED,DIVINOPOLIS,MG,Privada,Faculdade
160,FACULDADE FRASSINETTI DO RECIFE,FAFIRE,RECIFE,PE,Privada,Faculdade
1605,FACULDADE DE ADMINISTRAÇÃO DE NOVA ANDRADINA - FANOVA,FANOVA,NOVA ANDRADINA,MS,Privada,Faculdade
2494,FACULDADE DE PINDAMONHANGABA,FAPI,PINDAMONHANGABA,SP,Privada,Faculdade
1302,FACULDADE BATISTA BRASILEIRA,FBB,SALVADOR,BA,Privada,Faculdade
1336,FACULDADE ASSIS GURGACZ,FAG,CASCAVEL,PR,Privada,Faculdade
1515,FACULDADE DE EDUCAÇÃO DE PORTO VELHO,UNIRON,PORTO VELHO,RO,Privada,Faculdade
905,FACULDADE ESCOLA PAULISTA DE DIREITO,FACEPD,SAO PAULO,SP,Privada,Faculdade
449,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,CANOAS,RS,Privada,Universidade
2504,FACULDADE DIVINÓPOLIS,FACED,DIVINOPOLIS,MG,Privada,Faculdade
386,CENTRO UNIVERSITÁRIO DE GOIÁS,UNI-ANHANGÜERA,GOIANIA,GO,Privada,Centro Universitário
1699,FACULDADE DE EDUCAÇÃO DE JARU,UNICENTRO,JARU,RO,Privada,Faculdade
557,ESCOLA DE MÚSICA E BELAS ARTES DO PARANÁ,EMBAP,CURITIBA,PR,Pública,Faculdade
46,FACULDADE ESTADUAL DE CIÊNCIAS ECONÔMICAS DE APUCARANA,FECEA,APUCARANA,PR,Pública,Faculdade
1078,FACULDADE INTEGRADO DE CAMPO MOURÃO,CEI,CAMPO MOURAO,PR,Privada,Faculdade
916,"FACULDADE DE CIÊNCIAS, SAÚDE, EXATAS E JURÍDICAS DE TERESINA",FACULDADE CEUT,TERESINA,PI,Privada,Faculdade
953,UNIVERSIDADE METROPOLITANA DE SANTOS,UNIMES,SANTOS,SP,Privada,Universidade
143,UNIVERSIDADE DE UBERABA,UNIUBE,UBERABA,MG,Privada,Universidade
1542,CENTRO UNIVERSITÁRIO GERALDO DI BIASE,UGB,VOLTA REDONDA,RJ,Privada,Centro Universitário
1552,FACULDADE PIAUIENSE,FAP,PARNAIBA,PI,Privada,Faculdade
1611,FACULDADE EDUCACIONAL DE ARAPOTI,FATI,ARAPOTI,PR,Privada,Faculdade
3188,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS",IFNMG,MONTES CLAROS,MG,Pública,"Instituto Federal de Educação, Ciência e Tecnologia"
3177,FACULDADE DE ADMINISTRAÇÃO DA FESPSP,FADFESPSP,SAO PAULO,SP,Privada,Faculdade
1325,FACULDADE DE APUCARANA,FAP,APUCARANA,PR,Privada,Faculdade
1266,FACULDADES INTEGRADAS URUBUPUNGÁ,FIU,PEREIRA BARRETO,SP,Privada,Faculdade
599,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA",IFBA,SALVADOR,BA,Pública,"Instituto Federal de Educação, Ciência e Tecnologia"
435,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SANTA MARCELINA,FAFISM,MURIAE,MG,Privada,Faculdade
5701,UNIVERSIDADE DO ESTADO DO AMAPÁ,UEAP,MACAPA,AP,Pública,Universidade
1314,INSTITUTO DE ENSINO SUPERIOR JOÃO ALFREDO DE ANDRADE,IJAA,JUATUBA,MG,Privada,Faculdade
725,"FACULDADE ESTADUAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE PARANAGUÁ",FAFIPAR,PARANAGUA,PR,Pública,Faculdade
1373,FACULDADE CASA BRANCA,FACAB,CASA BRANCA,SP,Privada,Faculdade
1254,FACULDADE DE ADMINISTRAÇÃO DE ITABIRITO,FAI,ITABIRITO,MG,Privada,Faculdade
1449,"FACULDADE DE EDUCAÇÃO, ADMINISTRAÇÃO E TECNOLOGIA DE IBAITI",FEATI,IBAITI,PR,Privada,Faculdade
2351,FACULDADE ESPÍRITO SANTENSE DE CIÊNCIAS JURÍDICAS,PIO XII - DIR,CARIACICA,ES,Privada,Faculdade
1694,ESCOLA SUPERIOR DE CRICIÚMA - ESUCRI,ESUCRI,CRICIUMA,SC,Privada,Faculdade
1724,FACULDADE DE GUARARAPES,FAG,GUARARAPES,SP,Privada,Faculdade
1205,FACULDADE EDUCACIONAL DA LAPA,FAEL,LAPA,PR,Privada,Faculdade
1899,FACULDADE DO NOROESTE PARANAENSE,FANP,NOVA ESPERANCA,PR,Privada,Faculdade
2771,CENTRO DE ENSINO SUPERIOR DE ILHÉUS,CESUPI,ILHEUS,BA,Privada,Faculdade
1886,FACULDADE DE MONTE ALTO,FMA,MONTE ALTO,SP,Privada,Faculdade
1582,FACULDADE DECISÃO,FADE,PAULISTA,PE,Privada,Faculdade
1076,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DE CAJAZEIRAS",FAFIC,CAJAZEIRAS,PB,Privada,Faculdade
451,CENTRO UNIVERSITÁRIO LUTERANO DE SANTARÉM,CEULS,SANTAREM,PA,Privada,Centro Universitário
3612,FACULDADE ANHANGUERA DE VALINHOS,,VALINHOS,SP,Privada,Faculdade
11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,CURITIBA,PE,Privada,Universidade
839,FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS,FAVI,VITORIA,ES,Privada,Faculdade
640,FACULDADES INTEGRADAS MARIA THEREZA,FAMATH,NITEROI,RJ,Privada,Faculdade
1585,FACULDADE ENERGIA DE ADMINISTRAÇÃO E NEGÓCIOS,FEAN,FLORIANOPOLIS,SC,Privada,Faculdade
754,CENTRO DE ENSINO SUPERIOR DE CATALÃO,CESUC,CATALAO,GO,Privada,Faculdade
1940,FACULDADE DE NOVA SERRANA,FANS,NOVA SERRANA,MG,Privada,Faculdade
1419,CENTRO UNIVERSITÁRIO CURITIBA,UNICURITIBA,CURITIBA,PR,Privada,Centro Universitário
1245,FACULDADE DE CASTELO,FACASTELO,CASTELO,ES,Privada,Faculdade
2380,FACULDADE ESTÁCIO DO AMAPÁ - ESTÁCIO FAMAP,FAMAP,MACAPA,AP,Privada,Faculdade
671,UNIVERSIDADE ANHANGUERA - UNIDERP,UNIDERP,CAMPO GRANDE,MS,Privada,Universidade
4865,FACULDADE PITÁGORAS DE SÃO LUIZ,,SAO LUIS,MA,Privada,Faculdade
1049,INSTITUTO DE ENSINO SUPERIOR FUCAPI,CESF,MANAUS,AM,Privada,Faculdade
5318,FACULDADE GUILHERME GUIMBALA,FGG,JOINVILLE,SC,Privada,Faculdade
2200,FACULDADE VALE DO GORUTUBA,FAVAG,NOVA PORTEIRINHA,MG,Privada,Faculdade
4533,FACULDADE SÃO FRANCISCO DA PARAÍBA,FASP,CAJAZEIRAS,PB,Privada,Faculdade
2420,FACULDADE PARANAENSE,FAPAR,CURITIBA,PR,Privada,Faculdade
2791,FACULDADE DE CIÊNCIAS AGRÁRIAS E EXATAS DE PRIMAVERA DO LESTE,,"PRIMAVERA DOLESTE",MT,Privada,Faculdade
1279,FACULDADE DE ITÁPOLIS - FACITA,FACITA,ITAPOLIS,SP,Privada,Faculdade
351,FACULDADE DE CIÊNCIAS MÉDICAS DE MINAS GERAIS,FCMMG,BELO HORIZONTE,MG,Privada,Faculdade
3427,FACULDADE JOSÉ AUGUSTO VIEIRA,FJAV,LAGARTO,SE,Privada,Faculdade
1597,FACULDADE SANTA FÉ,CESSF,SAO LUIS,MA,Privada,Faculdade
2793,FACULDADE UNIÃO,"FACULDADEUNIÃO",SAO PAULO,SP,Privada,Faculdade
193,FACULDADE DE ENGENHARIA SOUZA MARQUES,FESM,RIO DE JANEIRO,RJ,Privada,Faculdade
1077,FACULDADE ESTÁCIO DO RECIFE - ESTÁCIO FIR,FIR,RECIFE,PE,Privada,Faculdade
1700,FACULDADE PROMOVE DE SETE LAGOAS,FSLMG,SETE LAGOAS,MG,Privada,Faculdade
1075,INSTITUTO DE EDUCAÇÃO SUPERIOR DA PARAÍBA,IESP,JOAO PESSOA,PB,Privada,Faculdade
2148,FACULDADE DE PALMAS,FAPAL,PALMAS,TO,Privada,Faculdade
5018,INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSOR ALDO MUYLAERT,ISEPAM,"CAMPOS DOSGOYTACAZES",RJ,Pública,Faculdade
1298,FACULDADE ESTÁCIO DE ALAGOAS - ESTÁCIO FAL,ESTÁCIO FAL,MACEIO,AL,Privada,Faculdade
1965,FACULDADE DE TECNOLOGIA DE ALAGOAS,FAT/AL,MACEIO,AL,Privada,Faculdade
1645,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE JEQUIÉ,FTC,JEQUIE,BA,Privada,Faculdade
519,UNIVERSIDADE CATÓLICA DO SALVADOR,UCSAL,SALVADOR,BA,Privada,Universidade
1938,FACULDADE GLOBAL DE UMUARAMA,FGU,UMUARAMA,PR,Privada,Faculdade
3611,FACULDADES INTEGRADAS DA UNIÃO DE ENSINO SUPERIOR CERTO,UNICERTO,BRASILIA,DF,Privada,Faculdade
2022,FACULDADE DE ROLIM DE MOURA,FAROL,ROLIM DE MOURA,RO,Privada,Faculdade
663,UNIVERSIDADE SALGADO DE OLIVEIRA,UNIVERSO,SAO GONCALO,RJ,Privada,Universidade
2451,FACULDADES INTEGRADAS IPIRANGA,FAINTIPI,BELEM,PA,Privada,Faculdade
515,CENTRO UNIVERSITÁRIO ANHANGUERA DE NITERÓI,UNIAN,NITEROI,RJ,Privada,Centro Universitário
862,FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE,FESCG,CAMPO GRANDE,MS,Privada,Faculdade
1676,FACULDADE SÃO MIGUEL,"FACULDADE SÃOMIGUEL",RECIFE,PE,Privada,Faculdade
1822,FACULDADE SUL-AMERICANA,FASAM,GOIANIA,GO,Privada,Faculdade
1530,FACULDADE CENECISTA DE JOINVILLE - FACE,FCJ,JOINVILLE,SC,Privada,Faculdade
4821,FACULDADE DE CIÊNCIAS GERENCIAIS E EMPREENDEDORISMO - FACIGE,FACIGE,MONTES CLAROS,MG,Privada,Faculdade
2202,INSTITUTO SUPERIOR DE EDUCAÇÃO DE GUARATUBA,ISEPE Guaratuba,GUARATUBA,PR,Privada,Faculdade
14263,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE ITAJUBÁ,,ITAJUBA,MG,Privada,Faculdade
607,FACULDADE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE CACHOEIRO DO ITAPEMIRIM,FACCACI,"CACHOEIRO DEITAPEMIRIM",ES,Privada,Faculdade
1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,UNIPLAN,BRASILIA,DF,Privada,Centro Universitário
3194,FACULDADE DE MINAS BH,FAMINAS-BH,BELO HORIZONTE,MG,Privada,Faculdade
1670,FACULDADE ASA DE BRUMADINHO,IECEMB - FAB,BRUMADINHO,MG,Privada,Faculdade
1944,FACULDADE DE TECNOLOGIA IBRATEC,UNIBRATEC,RECIFE,PE,Privada,Faculdade
1852,FACULDADE SABERES,SABERES,VITORIA,ES,Privada,Faculdade
1962,INSTITUTO SUPERIOR DE EDUCAÇÃO DO CENTRO EDUCACIONAL NOSSA SENHORA AUXILIADORA,ISECENSA,"CAMPOS DOSGOYTACAZES",RJ,Privada,Faculdade
1923,FACULDADE DE DIREITO PADRE ARNALDO JANSSEN,FAJANSSEN,BELO HORIZONTE,MG,Privada,Faculdade
1063,FACULDADE COMUNITÁRIA DE VILA VELHA,FCVV,VILA VELHA,ES,Privada,Faculdade
491,FACULDADE DE EDUCAÇÃO CIÊNCIAS E LETRAS DON DOMÊNICO,FECLE,GUARUJA,SP,Privada,Faculdade
1070,INSTITUTO DE ENSINO SUPERIOR CENECISTA,INESC,UNAI,MG,Privada,Faculdade
1720,FACULDADE MINAS GERAIS,FAMIG,BELO HORIZONTE,MG,Privada,Faculdade
718,UNIVERSIDADE POTIGUAR,UNP,NATAL,RN,Privada,Universidade
1668,FACULDADE DE NEGÓCIOS DE BELO HORIZONTE,ESN,BELO HORIZONTE,MG,Privada,Faculdade
716,FACULDADES INTEGRADAS DE BOTUCATU,UNIFAC,BOTUCATU,SP,Privada,Faculdade
1837,ESCOLA DE ESCTUDOS SUPERIORES DE VIÇOSA,ESUV,VICOSA,MG,Privada,Faculdade
1541,FACULDADE FLAMINGO,,SAO PAULO,SP,Privada,Faculdade
3875,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ,UNIFEG,GUAXUPE,MG,Privada,Centro Universitário
2461,FACULDADE CBES,CBES,CURITIBA,PR,Privada,Faculdade
191,FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DE EMPRESAS,FCCAE,RIO DE JANEIRO,RJ,Privada,Faculdade
1450,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,UNICERP,PATROCINIO,MG,Privada,Centro Universitário
14724,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,CURITIBA,PR,Pública,"Instituto Federal de Educação, Ciência e Tecnologia"
458,UNIVERSIDADE IBIRAPUERA,UNIB,SAO PAULO,SP,Privada,Universidade
1948,FACULDADE DE ENSINO SUPERIOR DA PARAÍBA,FESP,JOAO PESSOA,PB,Privada,Faculdade
506,FACULDADE DE MEDICINA DE CAMPOS,FMC,"CAMPOS DOSGOYTACAZES",RJ,Privada,Faculdade
1958,FACULDADE DE TECNOLOGIA SENAI BLUMENAU,CET BLUMENAU,BLUMENAU,SC,Privada,Faculdade
1728,FACULDADE INTERAMERICANA DE PORTO VELHO,UNIRON,PORTO VELHO,RO,Privada,Faculdade
2736,INSTITUTO TECNOLÓGICO DE CARATINGA,ITC,CARATINGA,MG,Privada,Faculdade
1659,FACULDADE ESTÁCIO DE SÁ DE OURINHOS,FAESO,OURINHOS,SP,Privada,Faculdade
1714,ESCOLA SUPERIOR DE GESTÃO COMERCIAL E MARKETING,ESIC,CURITIBA,PR,Privada,Faculdade
2616,FACULDADE SANTO ANTÔNIO DE PÁDUA,FASAP,"SANTO ANTONIO DEPADUA",RJ,Privada,Faculdade
1253,FACULDADE METODISTA GRANBERY,FMG,JUIZ DE FORA,MG,Privada,Faculdade
2973,FACULDADE DE CIÊNCIAS HUMANAS E BIOLÓGICAS E DA SAÚDE,,"PRIMAVERA DOLESTE",MT,Privada,Faculdade
3309,FACULDADE DE TECNOLOGIA INTERNACIONAL,"FATECINTERNACIONAL",CURITIBA,PR,Privada,Faculdade
1613,FACULDADE ADVENTISTA PARANAENSE,IAP,IVATUBA,PR,Privada,Faculdade
2135,FACULDADE CATÓLICA RAINHA DO SERTÃO,FCRS,QUIXADA,CE,Privada,Faculdade
1785,FACULDADE DE COLIDER,FACIDER,COLIDER,MT,Privada,Faculdade
4793,FACULDADES INTEGRADAS DE ITARARÉ,FAFIT-FACIC,ITARARE,SP,Privada,Faculdade
3690,FACULDADE PEDRO II,FAPE2,BELO HORIZONTE,MG,Privada,Faculdade
4992,FACULDADE DE TECNOLOGIA CENTEC - SERTÃO CENTRAL,"FTC SERTÃOCENTRAL",QUIXERAMOBIM,CE,Privada,Faculdade
1172,FACULDADE AD 1,UNISABER/AD1,BRASILIA,DF,Privada,Faculdade
1577,FACULDADE INTERMUNICIPAL DO NOROESTE DO PARANÁ,FACINOR,LOANDA,PR,Privada,Faculdade
1120,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE",IF Fluminense,"CAMPOS DOSGOYTACAZES",RJ,Pública,"Instituto Federal de Educação, Ciência e Tecnologia"
2023,FACULDADE DE GUANAMBI,,GUANAMBI,BA,Privada,Faculdade
3461,FACULDADE DE FILOSOFIA DE PASSOS,FAFIPA,PASSOS,MG,Privada,Faculdade
4460,FACULDADE DOM PEDRO II DE TECNOLOGIA,FAB,SALVADOR,BA,Privada,Faculdade
527,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS,PUC GOIÁS,GOIANIA,GO,Privada,Universidade
1995,FACULDADE DE MEDICINA NOVA ESPERANÇA,FAMENE,JOAO PESSOA,PB,Privada,Faculdade
1884,FACULDADE RANCHARIENSE,FRAN,RANCHARIA,SP,Privada,Faculdade
1486,FACULDADE ESTÁCIO DE SÁ DE VITÓRIA,FESV,VITORIA,ES,Privada,Faculdade
1759,FACULDADE PADRE JOÃO BAGOZZI,"FACULDADEBAGOZZI",CURITIBA,PR,Privada,Faculdade
15032,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,UNIARP,CACADOR,SC,Privada,Universidade
1547,FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE,FMJ,"JUAZEIRO DONORTE",CE,Privada,Faculdade
95,UNIVERSIDADE ESTADUAL DO VALE DO ACARAÚ,UVA,SOBRAL,CE,Pública,Universidade
2885,FACULDADE SÃO CAMILO,FASC-MG,BELO HORIZONTE,MG,Privada,Faculdade
1732,FACULDADE GENNARI E PEARTREE,FGP,PEDERNEIRAS,SP,Privada,Faculdade
3838,FACULDADE DE TECNOLOGIA DO UNIUOL,UNIUOL,JOAO PESSOA,PB,Privada,Faculdade
1308,FACULDADE NOVO MILÊNIO,FNM,VILA VELHA,ES,Privada,Faculdade
14101,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE BAEPENDI,FUNEES Baependi,BAEPENDI,MG,Privada,Faculdade
1413,FACULDADE DE PRIMAVERA,CESPRI,ROSANA,SP,Privada,Faculdade
1249,FACULDADE DE EDUCAÇÃO DE COSTA RICA,FECRA,COSTA RICA,MS,Privada,Faculdade
141,FACULDADE DE DIREITO DE VARGINHA - FADIVA,FADIVA,VARGINHA,MG,Privada,Faculdade
2826,FACULDADE NOSSA SENHORA DE FÁTIMA,"FACULDADEFÁTIMA",CAXIAS DO SUL,RS,Privada,Faculdade
4010,CENTRO UNIVERSITÁRIO METODISTA,IPA,PORTO ALEGRE,RS,Privada,Centro Universitário
279,FACULDADES INTEGRADAS HÉLIO ALONSO,FACHA,RIO DE JANEIRO,RJ,Privada,Faculdade
1130,FACULDADE METODISTA DE CIÊNCIAS HUMANAS E EXATAS,METODISTA,BIRIGUI,SP,Privada,Faculdade
4699,FACULDADE NOROESTE,FAN,GOIANIA,GO,Privada,Faculdade
1569,FACULDADES INTEGRADAS DE ARARAQUARA,FIAR,ARARAQUARA,SP,Privada,Faculdade
2428,FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE CAMPOS GERAIS,FACICA,CAMPOS GERAIS,MG,Privada,Faculdade
3881,FACULDADE DE INTEGRAÇÃO DO SERTÃO,FIS,SERRA TALHADA,PE,Privada,Faculdade
3432,"FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS",FG,GUARULHOS,SP,Privada,Faculdade
2410,FACULDADE CEARENSE,FAC,FORTALEZA,CE,Privada,Faculdade
